"","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ENA.FIRST.PUBLIC..run.","ENA.FIRST.PUBLIC","ENA.LAST.UPDATE..run.","ENA.LAST.UPDATE","environment_biome","environment_feature","environment_material","Experiment","external_id","geo_loc_name_country","geo_loc_name_country_continent","geographic_location_.country_and.or_sea.","geographic_location_.latitude.","geographic_location_.longitude.","INSDC_center_name","INSDC_first_public","INSDC_last_update","INSDC_status","Instrument","investigation_type","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","miscellaneous_environmental_package","Organism","Platform","project_name","ReleaseDate","create_date","version","Sample.Name","Sample_name","Scientific_Name","Sequencing_method","SRA.Study","Submitter_Id","names","denoisedF","denoisedR","merged","nochim","num_ASVs"
"ERR3141428","AMPLICON",502,82381212,"PRJEB31110","SAMEA5320088",48453726,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:37,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170394","SAMEA5320088","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:37,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:40:00,1,"SAMEA5320088","T1F48","food metagenome","Illumina MiSeq","ERP113625","T1F48","ERR3141428",105702,106106,90925,58512,832
"ERR3141429","AMPLICON",502,113572982,"PRJEB31110","SAMEA5320089",70314633,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:37,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170395","SAMEA5320089","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:37,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:40:00,1,"SAMEA5320089","T1F49","food metagenome","Illumina MiSeq","ERP113625","T1F49","ERR3141429",139823,140306,123191,70769,1013
"ERR3141430","AMPLICON",502,54357564,"PRJEB31110","SAMEA5320090",32239190,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:37,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170396","SAMEA5320090","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:37,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:40:00,1,"SAMEA5320090","T1F5","food metagenome","Illumina MiSeq","ERP113625","T1F5","ERR3141430",65252,65129,57559,44386,303
"ERR3141431","AMPLICON",502,93709846,"PRJEB31110","SAMEA5320091",57642477,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:37,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170397","SAMEA5320091","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:37,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:40:00,1,"SAMEA5320091","T1F50","food metagenome","Illumina MiSeq","ERP113625","T1F50","ERR3141431",99682,99639,88487,50927,620
"ERR3141432","AMPLICON",502,67269506,"PRJEB31110","SAMEA5320092",43684734,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170398","SAMEA5320092","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320092","T1F51","food metagenome","Illumina MiSeq","ERP113625","T1F51","ERR3141432",65644,66156,52115,26514,624
"ERR3141433","AMPLICON",502,53472036,"PRJEB31110","SAMEA5320093",32845168,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170399","SAMEA5320093","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:40:00,1,"SAMEA5320093","T1F52","food metagenome","Illumina MiSeq","ERP113625","T1F52","ERR3141433",51344,51279,39765,21238,422
"ERR3141435","AMPLICON",502,55419796,"PRJEB31110","SAMEA5320095",33796802,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170401","SAMEA5320095","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:40:00,1,"SAMEA5320095","T1F54","food metagenome","Illumina MiSeq","ERP113625","T1F54","ERR3141435",57169,57144,46745,25892,404
"ERR3141436","AMPLICON",502,72532976,"PRJEB31110","SAMEA5320096",46532097,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170402","SAMEA5320096","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320096","T1F55","food metagenome","Illumina MiSeq","ERP113625","T1F55","ERR3141436",75912,76365,66187,41914,462
"ERR3141437","AMPLICON",502,65260502,"PRJEB31110","SAMEA5320097",39449448,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170403","SAMEA5320097","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320097","T1F56","food metagenome","Illumina MiSeq","ERP113625","T1F56","ERR3141437",67192,66936,59555,41821,309
"ERR3141438","AMPLICON",502,247988000,"PRJEB31110","SAMEA5320098",154534624,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170404","SAMEA5320098","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320098","T1F57","food metagenome","Illumina MiSeq","ERP113625","T1F57","ERR3141438",294515,296680,254769,136973,2271
"ERR3141439","AMPLICON",502,85215002,"PRJEB31110","SAMEA5320099",49890805,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170405","SAMEA5320099","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320099","T1F58","food metagenome","Illumina MiSeq","ERP113625","T1F58","ERR3141439",113443,113636,104159,69525,620
"ERR3141440","AMPLICON",502,85907762,"PRJEB31110","SAMEA5320100",50756016,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170406","SAMEA5320100","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320100","T1F59","food metagenome","Illumina MiSeq","ERP113625","T1F59","ERR3141440",106100,106307,96482,63283,494
"ERR3141441","AMPLICON",502,179654254,"PRJEB31110","SAMEA5320101",112970327,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170407","SAMEA5320101","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320101","T1F6","food metagenome","Illumina MiSeq","ERP113625","T1F6","ERR3141441",202366,204004,174548,86008,1688
"ERR3141442","AMPLICON",502,75621280,"PRJEB31110","SAMEA5320102",46677179,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170408","SAMEA5320102","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:41:00,1,"SAMEA5320102","T1F60","food metagenome","Illumina MiSeq","ERP113625","T1F60","ERR3141442",90338,90571,77265,40128,746
"ERR3141443","AMPLICON",502,95110928,"PRJEB31110","SAMEA5320103",56445674,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170409","SAMEA5320103","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320103","T1F61","food metagenome","Illumina MiSeq","ERP113625","T1F61","ERR3141443",115222,115730,99996,48971,827
"ERR3141444","AMPLICON",502,136280450,"PRJEB31110","SAMEA5320104",84670616,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170410","SAMEA5320104","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320104","T1F62","food metagenome","Illumina MiSeq","ERP113625","T1F62","ERR3141444",161008,162328,137787,67721,1122
"ERR3141445","AMPLICON",502,123252044,"PRJEB31110","SAMEA5320105",73005155,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170411","SAMEA5320105","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320105","T1F63","food metagenome","Illumina MiSeq","ERP113625","T1F63","ERR3141445",153815,154335,135655,69692,990
"ERR3141446","AMPLICON",502,229313600,"PRJEB31110","SAMEA5320106",142263141,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170412","SAMEA5320106","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320106","T1F64","food metagenome","Illumina MiSeq","ERP113625","T1F64","ERR3141446",279642,280998,249931,138584,1692
"ERR3141447","AMPLICON",502,92479946,"PRJEB31110","SAMEA5320107",55471039,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170413","SAMEA5320107","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320107","T1F65","food metagenome","Illumina MiSeq","ERP113625","T1F65","ERR3141447",107766,107955,90107,46259,996
"ERR3141448","AMPLICON",502,135877846,"PRJEB31110","SAMEA5320108",85315820,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170414","SAMEA5320108","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320108","T1F66","food metagenome","Illumina MiSeq","ERP113625","T1F66","ERR3141448",155825,157329,135043,69332,1611
"ERR3141449","AMPLICON",502,131537554,"PRJEB31110","SAMEA5320109",78793797,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170415","SAMEA5320109","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320109","T1F67","food metagenome","Illumina MiSeq","ERP113625","T1F67","ERR3141449",158412,159233,138008,65236,1158
"ERR3141450","AMPLICON",502,124635054,"PRJEB31110","SAMEA5320110",75079689,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170416","SAMEA5320110","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320110","T1F7","food metagenome","Illumina MiSeq","ERP113625","T1F7","ERR3141450",135992,136901,111297,60886,1003
"ERR3141451","AMPLICON",502,144947982,"PRJEB31110","SAMEA5320111",88917985,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170417","SAMEA5320111","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320111","T1F8","food metagenome","Illumina MiSeq","ERP113625","T1F8","ERR3141451",181594,183177,158886,88137,1004
"ERR3141452","AMPLICON",502,99411562,"PRJEB31110","SAMEA5320112",58585545,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170418","SAMEA5320112","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320112","T1F9","food metagenome","Illumina MiSeq","ERP113625","T1F9","ERR3141452",131677,131706,125633,74988,547
"ERR3141453","AMPLICON",502,119922780,"PRJEB31110","SAMEA5320113",72635048,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170419","SAMEA5320113","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:42:00,1,"SAMEA5320113","T1L1","food metagenome","Illumina MiSeq","ERP113625","T1L1","ERR3141453",155821,155909,142120,103334,875
"ERR3141455","AMPLICON",502,197723242,"PRJEB31110","SAMEA5320115",125324055,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170421","SAMEA5320115","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320115","T1L11","food metagenome","Illumina MiSeq","ERP113625","T1L11","ERR3141455",220095,220570,199079,106054,1168
"ERR3141456","AMPLICON",502,154421726,"PRJEB31110","SAMEA5320116",92387943,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170422","SAMEA5320116","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320116","T1L2","food metagenome","Illumina MiSeq","ERP113625","T1L2","ERR3141456",187902,188593,168190,96930,1058
"ERR3141457","AMPLICON",502,139026892,"PRJEB31110","SAMEA5320117",86241353,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","run.zq,sra,fastq","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170423","SAMEA5320117","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320117","T1L3","food metagenome","Illumina MiSeq","ERP113625","T1L3","ERR3141457",168732,169514,152494,86727,1146
"ERR3141458","AMPLICON",502,124677222,"PRJEB31110","SAMEA5320118",74679420,"TEAGASC FOOD RESEARCH CENTRE","5/18/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:38,"Food Processing","Dairy Processing","Collection Tanker Milk","ERX3170424","SAMEA5320118","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:38,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:43:00,1,"SAMEA5320118","T1L4","food metagenome","Illumina MiSeq","ERP113625","T1L4","ERR3141458",150074,149858,133199,73142,903
