"","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Collection_Date","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","ENA.FIRST.PUBLIC..run.","ENA.FIRST.PUBLIC","ENA.LAST.UPDATE..run.","ENA.LAST.UPDATE","environment_biome","environment_feature","environment_material","Experiment","external_id","geo_loc_name_country","geo_loc_name_country_continent","geographic_location_.country_and.or_sea.","geographic_location_.latitude.","geographic_location_.longitude.","INSDC_center_name","INSDC_first_public","INSDC_last_update","INSDC_status","Instrument","investigation_type","Library.Name","LibraryLayout","LibrarySelection","LibrarySource","miscellaneous_environmental_package","Organism","Platform","project_name","ReleaseDate","create_date","version","Sample.Name","Sample_name","Scientific_Name","Sequencing_method","SRA.Study","Submitter_Id","names","denoisedF","denoisedR","merged","nochim","num_ASVs"
"ERR3141509","AMPLICON",502,116853050,"PRJEB31110","SAMEA5320170",70372330,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170475","SAMEA5320170","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:46:00,1,"SAMEA5320170","T2F30","food metagenome","Illumina MiSeq","ERP113625","T2F30","ERR3141509",134151,134941,116702,79634,849
"ERR3141510","AMPLICON",502,151693858,"PRJEB31110","SAMEA5320171",90013552,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170476","SAMEA5320171","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:46:00,1,"SAMEA5320171","T2F31","food metagenome","Illumina MiSeq","ERP113625","T2F31","ERR3141510",186782,188606,160113,70819,1422
"ERR3141511","AMPLICON",502,93667678,"PRJEB31110","SAMEA5320172",56887161,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170477","SAMEA5320172","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320172","T2F32","food metagenome","Illumina MiSeq","ERP113625","T2F32","ERR3141511",106435,106684,89233,59988,893
"ERR3141512","AMPLICON",502,48719602,"PRJEB31110","SAMEA5320173",29652025,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170478","SAMEA5320173","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320173","T2F33","food metagenome","Illumina MiSeq","ERP113625","T2F33","ERR3141512",53518,53616,46485,34869,331
"ERR3141513","AMPLICON",502,90714914,"PRJEB31110","SAMEA5320174",52953082,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170479","SAMEA5320174","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320174","T2F34","food metagenome","Illumina MiSeq","ERP113625","T2F34","ERR3141513",116955,117699,99434,63152,1019
"ERR3141514","AMPLICON",502,109582584,"PRJEB31110","SAMEA5320175",64907710,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170480","SAMEA5320175","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320175","T2F35","food metagenome","Illumina MiSeq","ERP113625","T2F35","ERR3141514",132374,133812,106706,51523,1539
"ERR3141515","AMPLICON",502,98303648,"PRJEB31110","SAMEA5320176",59390128,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170481","SAMEA5320176","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320176","T2F36","food metagenome","Illumina MiSeq","ERP113625","T2F36","ERR3141515",116011,116297,100276,64631,993
"ERR3141516","AMPLICON",502,108088130,"PRJEB31110","SAMEA5320177",64719960,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170482","SAMEA5320177","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320177","T2F37","food metagenome","Illumina MiSeq","ERP113625","T2F37","ERR3141516",130568,131912,104167,52248,1425
"ERR3141517","AMPLICON",502,101953188,"PRJEB31110","SAMEA5320178",61253203,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170483","SAMEA5320178","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320178","T2F38","food metagenome","Illumina MiSeq","ERP113625","T2F38","ERR3141517",123643,124235,110562,64595,878
"ERR3141518","AMPLICON",502,112245694,"PRJEB31110","SAMEA5320179",66854644,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170484","SAMEA5320179","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320179","T2F39","food metagenome","Illumina MiSeq","ERP113625","T2F39","ERR3141518",139028,140722,119730,62237,1068
"ERR3141519","AMPLICON",502,63001000,"PRJEB31110","SAMEA5320180",36708353,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170485","SAMEA5320180","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320180","T2F4","food metagenome","Illumina MiSeq","ERP113625","T2F4","ERR3141519",80627,81364,69330,44038,836
"ERR3141520","AMPLICON",502,50738646,"PRJEB31110","SAMEA5320181",31403155,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170486","SAMEA5320181","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320181","T2F40","food metagenome","Illumina MiSeq","ERP113625","T2F40","ERR3141520",52388,53046,41073,20103,575
"ERR3141521","AMPLICON",502,126703294,"PRJEB31110","SAMEA5320182",75460952,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170487","SAMEA5320182","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320182","T2F41","food metagenome","Illumina MiSeq","ERP113625","T2F41","ERR3141521",162215,163892,145929,68375,801
"ERR3141522","AMPLICON",502,78770828,"PRJEB31110","SAMEA5320183",47115503,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170488","SAMEA5320183","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320183","T2F42","food metagenome","Illumina MiSeq","ERP113625","T2F42","ERR3141522",94105,95329,75995,36134,1094
"ERR3141523","AMPLICON",502,96197256,"PRJEB31110","SAMEA5320184",57301382,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170489","SAMEA5320184","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320184","T2F43","food metagenome","Illumina MiSeq","ERP113625","T2F43","ERR3141523",119439,119801,105908,57870,794
"ERR3141524","AMPLICON",502,118444390,"PRJEB31110","SAMEA5320185",72025995,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170490","SAMEA5320185","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320185","T2F44","food metagenome","Illumina MiSeq","ERP113625","T2F44","ERR3141524",130857,132300,107842,61980,1134
"ERR3141525","AMPLICON",502,143658846,"PRJEB31110","SAMEA5320186",85037255,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170491","SAMEA5320186","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:47:00,1,"SAMEA5320186","T2F45","food metagenome","Illumina MiSeq","ERP113625","T2F45","ERR3141525",182448,183158,158426,103838,1532
"ERR3141526","AMPLICON",502,120153198,"PRJEB31110","SAMEA5320187",71537673,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170492","SAMEA5320187","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320187","T2F46","food metagenome","Illumina MiSeq","ERP113625","T2F46","ERR3141526",151014,153451,132536,71273,923
"ERR3141527","AMPLICON",502,46922944,"PRJEB31110","SAMEA5320188",28912936,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170493","SAMEA5320188","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320188","T2F47","food metagenome","Illumina MiSeq","ERP113625","T2F47","ERR3141527",51869,52120,47741,25616,352
"ERR3141528","AMPLICON",502,115574958,"PRJEB31110","SAMEA5320189",68736143,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170494","SAMEA5320189","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320189","T2F48","food metagenome","Illumina MiSeq","ERP113625","T2F48","ERR3141528",143612,145145,116197,65008,1471
"ERR3141529","AMPLICON",502,122713900,"PRJEB31110","SAMEA5320190",74083123,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170495","SAMEA5320190","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320190","T2F49","food metagenome","Illumina MiSeq","ERP113625","T2F49","ERR3141529",145165,146131,128246,75301,1032
"ERR3141530","AMPLICON",502,98613884,"PRJEB31110","SAMEA5320191",61218629,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170496","SAMEA5320191","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320191","T2F5","food metagenome","Illumina MiSeq","ERP113625","T2F5","ERR3141530",98703,99007,78435,39827,901
"ERR3141531","AMPLICON",502,105425522,"PRJEB31110","SAMEA5320192",64252734,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:39,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170497","SAMEA5320192","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:39,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320192","T2F50","food metagenome","Illumina MiSeq","ERP113625","T2F50","ERR3141531",125897,126083,111663,64286,641
"ERR3141532","AMPLICON",502,74025924,"PRJEB31110","SAMEA5320193",44139159,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170498","SAMEA5320193","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:48:00,1,"SAMEA5320193","T2F51","food metagenome","Illumina MiSeq","ERP113625","T2F51","ERR3141532",92679,93516,82165,39497,593
"ERR3141533","AMPLICON",502,129939186,"PRJEB31110","SAMEA5320194",77991563,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170499","SAMEA5320194","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320194","T2F52","food metagenome","Illumina MiSeq","ERP113625","T2F52","ERR3141533",160476,161471,145104,72357,747
"ERR3141534","AMPLICON",502,105444096,"PRJEB31110","SAMEA5320195",63567167,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170500","SAMEA5320195","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320195","T2F53","food metagenome","Illumina MiSeq","ERP113625","T2F53","ERR3141534",125074,125969,104741,48234,1146
"ERR3141535","AMPLICON",502,58061320,"PRJEB31110","SAMEA5320196",36001081,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170501","SAMEA5320196","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320196","T2F54","food metagenome","Illumina MiSeq","ERP113625","T2F54","ERR3141535",56258,56632,41095,23166,595
"ERR3141536","AMPLICON",502,80887762,"PRJEB31110","SAMEA5320197",48966840,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170502","SAMEA5320197","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320197","T2F55","food metagenome","Illumina MiSeq","ERP113625","T2F55","ERR3141536",94487,95134,78546,34045,817
"ERR3141537","AMPLICON",502,64264032,"PRJEB31110","SAMEA5320198",40480153,"TEAGASC FOOD RESEARCH CENTRE","10/19/2016","public","fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1","2/20/2019",2019-02-20 17:03:20,"2/10/2019",2019-02-06 12:31:40,"Food Processing","Dairy Processing","Bulk Tank Milk","ERX3170503","SAMEA5320198","Ireland","Europe","Ireland","52.1636? N","8.2629? W","TEAGASC FOOD RESEARCH CENTRE",2019-02-20 17:03:20,2019-02-06 12:31:40,"public","Illumina MiSeq","metagenome","Farm Milk to Milk Powder 16S","PAIRED","PCR","METAGENOMIC","miscellaneous natural or artificial environment","food metagenome","ILLUMINA","farm to powder",2019-02-21,2019-02-23 10:49:00,1,"SAMEA5320198","T2F56","food metagenome","Illumina MiSeq","ERP113625","T2F56","ERR3141537",67148,67067,57604,31710,699
